instance_name = "short_n0259_r010_139";
instance_group = "short";
rsi_start = 0;
rsi_end = 139;
rsi_min_distance = 10;
rsi_max_distance = 139;
num_nodes = 259;
num_neighbors = 3158;
neighbors = [
[0, 1],
[0, 2],
[0, 3],
[0, 4],
[0, 5],
[0, 6],
[0, 7],
[0, 8],
[0, 10],
[0, 11],
[0, 12],
[0, 47],
[0, 48],
[0, 49],
[0, 72],
[0, 73],
[0, 179],
[0, 180],
[0, 188],
[0, 189],
[0, 202],
[0, 210],
[0, 211],
[0, 223],
[0, 225],
[0, 243],
[0, 254],
[0, 255],
[1, 2],
[1, 4],
[1, 7],
[1, 8],
[1, 10],
[1, 48],
[1, 72],
[1, 73],
[1, 74],
[1, 75],
[1, 180],
[1, 189],
[1, 202],
[1, 222],
[1, 223],
[1, 254],
[2, 4],
[2, 5],
[2, 8],
[2, 71],
[2, 75],
[2, 180],
[2, 188],
[2, 189],
[2, 200],
[3, 4],
[3, 5],
[3, 7],
[3, 8],
[3, 10],
[3, 11],
[3, 12],
[3, 13],
[3, 14],
[3, 48],
[3, 49],
[3, 179],
[3, 180],
[3, 188],
[3, 255],
[4, 5],
[4, 7],
[4, 8],
[4, 10],
[4, 48],
[4, 73],
[4, 74],
[4, 180],
[4, 189],
[4, 254],
[5, 8],
[5, 11],
[5, 13],
[5, 49],
[5, 75],
[5, 179],
[5, 180],
[5, 181],
[5, 188],
[5, 189],
[5, 190],
[6, 7],
[6, 8],
[6, 9],
[6, 10],
[6, 11],
[6, 12],
[6, 13],
[6, 14],
[6, 15],
[6, 16],
[6, 17],
[6, 20],
[6, 21],
[6, 49],
[6, 137],
[6, 141],
[6, 156],
[6, 168],
[6, 179],
[6, 188],
[6, 210],
[6, 211],
[6, 244],
[6, 255],
[7, 8],
[7, 10],
[7, 12],
[7, 13],
[7, 16],
[7, 47],
[7, 48],
[7, 49],
[7, 72],
[7, 73],
[7, 140],
[7, 180],
[7, 201],
[7, 202],
[7, 210],
[7, 211],
[7, 219],
[7, 222],
[7, 223],
[7, 243],
[7, 244],
[7, 253],
[7, 254],
[7, 255],
[8, 10],
[8, 11],
[8, 48],
[8, 49],
[8, 71],
[8, 73],
[8, 74],
[8, 75],
[8, 179],
[8, 180],
[8, 188],
[8, 189],
[8, 254],
[9, 10],
[9, 11],
[9, 12],
[9, 13],
[9, 14],
[9, 15],
[9, 16],
[9, 17],
[9, 18],
[9, 19],
[9, 20],
[9, 21],
[9, 25],
[9, 47],
[9, 49],
[9, 141],
[9, 156],
[9, 168],
[9, 179],
[9, 188],
[9, 210],
[9, 211],
[9, 223],
[9, 242],
[9, 244],
[9, 255],
[10, 11],
[10, 12],
[10, 13],
[10, 16],
[10, 47],
[10, 48],
[10, 49],
[10, 70],
[10, 72],
[10, 73],
[10, 74],
[10, 179],
[10, 180],
[10, 189],
[10, 201],
[10, 202],
[10, 210],
[10, 211],
[10, 219],
[10, 222],
[10, 223],
[10, 243],
[10, 244],
[10, 253],
[10, 254],
[10, 255],
[11, 13],
[11, 17],
[11, 49],
[11, 137],
[11, 141],
[11, 156],
[11, 168],
[11, 179],
[11, 180],
[11, 181],
[11, 188],
[12, 13],
[12, 14],
[12, 16],
[12, 21],
[12, 47],
[12, 49],
[12, 141],
[12, 179],
[12, 200],
[12, 202],
[12, 210],
[12, 211],
[12, 219],
[12, 222],
[12, 223],
[12, 227],
[12, 229],
[12, 243],
[12, 244],
[12, 245],
[12, 253],
[12, 254],
[12, 255],
[13, 14],
[13, 16],
[13, 17],
[13, 48],
[13, 49],
[13, 137],
[13, 141],
[13, 156],
[13, 168],
[13, 179],
[13, 180],
[13, 188],
[13, 211],
[13, 255],
[14, 15],
[14, 16],
[14, 17],
[14, 18],
[14, 20],
[14, 21],
[14, 22],
[14, 25],
[14, 137],
[14, 141],
[14, 156],
[14, 168],
[14, 179],
[14, 188],
[14, 202],
[14, 211],
[14, 219],
[14, 223],
[14, 244],
[14, 255],
[15, 16],
[15, 17],
[15, 18],
[15, 19],
[15, 20],
[15, 21],
[15, 22],
[15, 23],
[15, 24],
[15, 25],
[15, 26],
[15, 28],
[15, 29],
[15, 49],
[15, 56],
[15, 77],
[15, 137],
[15, 141],
[15, 147],
[15, 156],
[15, 171],
[15, 179],
[15, 211],
[15, 219],
[15, 220],
[15, 244],
[15, 255],
[16, 17],
[16, 21],
[16, 25],
[16, 47],
[16, 49],
[16, 200],
[16, 202],
[16, 210],
[16, 211],
[16, 219],
[16, 222],
[16, 223],
[16, 226],
[16, 229],
[16, 243],
[16, 244],
[16, 245],
[16, 247],
[16, 253],
[16, 254],
[16, 255],
[17, 19],
[17, 20],
[17, 22],
[17, 24],
[17, 26],
[17, 27],
[17, 28],
[17, 29],
[17, 51],
[17, 56],
[17, 137],
[17, 141],
[17, 142],
[17, 147],
[17, 155],
[17, 156],
[17, 168],
[17, 179],
[17, 209],
[17, 211],
[17, 244],
[18, 19],
[18, 20],
[18, 21],
[18, 22],
[18, 23],
[18, 24],
[18, 25],
[18, 26],
[18, 28],
[18, 77],
[18, 107],
[18, 136],
[18, 141],
[18, 144],
[18, 150],
[18, 151],
[18, 209],
[18, 211],
[18, 220],
[18, 255],
[19, 20],
[19, 22],
[19, 28],
[19, 56],
[19, 77],
[19, 137],
[19, 141],
[19, 144],
[19, 147],
[19, 156],
[19, 168],
[19, 171],
[19, 179],
[19, 211],
[20, 22],
[20, 23],
[20, 25],
[20, 26],
[20, 28],
[20, 29],
[20, 55],
[20, 56],
[20, 77],
[20, 107],
[20, 137],
[20, 140],
[20, 141],
[20, 142],
[20, 144],
[20, 145],
[20, 147],
[20, 151],
[20, 153],
[20, 155],
[20, 156],
[20, 168],
[20, 171],
[20, 179],
[20, 211],
[21, 22],
[21, 23],
[21, 24],
[21, 25],
[21, 28],
[21, 31],
[21, 42],
[21, 77],
[21, 101],
[21, 104],
[21, 136],
[21, 137],
[21, 144],
[21, 150],
[21, 174],
[21, 179],
[21, 183],
[21, 207],
[21, 209],
[21, 211],
[21, 219],
[21, 220],
[21, 227],
[21, 229],
[21, 234],
[21, 242],
[21, 244],
[21, 255],
[22, 23],
[22, 25],
[22, 26],
[22, 32],
[22, 77],
[22, 107],
[22, 137],
[22, 140],
[22, 141],
[22, 142],
[22, 144],
[22, 147],
[22, 151],
[22, 159],
[22, 171],
[22, 179],
[22, 208],
[22, 211],
[23, 24],
[23, 25],
[23, 26],
[23, 27],
[23, 28],
[23, 29],
[23, 30],
[23, 31],
[23, 32],
[23, 42],
[23, 77],
[23, 98],
[23, 106],
[23, 107],
[23, 108],
[23, 113],
[23, 116],
[23, 134],
[23, 140],
[23, 141],
[23, 143],
[23, 144],
[23, 150],
[23, 151],
[23, 158],
[23, 159],
[23, 162],
[23, 165],
[23, 171],
[23, 172],
[23, 174],
[23, 179],
[23, 182],
[23, 183],
[23, 185],
[23, 209],
[23, 220],
[24, 25],
[24, 26],
[24, 27],
[24, 28],
[24, 29],
